Ticket ID,Call Started,Call Ended,Turn,Full String,Total,EOU,LLM,TTS
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",1,"1.964 (EOU: 0.600, LLM: 1.137, TTS: 0.227)",1.964,0.6,1.137,0.227
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",2,"1.975 (EOU: 0.613, LLM: 1.117, TTS: 0.245)",1.975,0.613,1.117,0.245
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",3,"2.312 (EOU: 0.596, LLM: 1.493, TTS: 0.224)",2.312,0.596,1.493,0.224
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",4,"2.510 (EOU: 0.775, LLM: 1.488, TTS: 0.247)",2.51,0.775,1.488,0.247
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",5,"2.838 (EOU: 0.607, LLM: 2.009, TTS: 0.223)",2.838,0.607,2.009,0.223
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",6,"2.358 (EOU: 0.964, LLM: 1.137, TTS: 0.257)",2.358,0.964,1.137,0.257
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",7,"2.643 (EOU: 1.066, LLM: 1.319, TTS: 0.258)",2.643,1.066,1.319,0.258
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",8,"2.046 (EOU: 0.599, LLM: 1.213, TTS: 0.234)",2.046,0.599,1.213,0.234
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",9,"4.907 (EOU: 1.128, LLM: 3.548, TTS: 0.230)",4.907,1.128,3.548,0.23
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",10,"7.219 (EOU: 6.001, LLM: 1.007, TTS: 0.212)",7.219,6.001,1.007,0.212
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",11,"1.964 (EOU: 0.600, LLM: 1.137, TTS: 0.227)",1.964,0.6,1.137,0.227
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",12,"1.975 (EOU: 0.613, LLM: 1.117, TTS: 0.245)",1.975,0.613,1.117,0.245
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",13,"2.312 (EOU: 0.596, LLM: 1.493, TTS: 0.224)",2.312,0.596,1.493,0.224
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",14,"2.510 (EOU: 0.775, LLM: 1.488, TTS: 0.247)",2.51,0.775,1.488,0.247
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",15,"2.838 (EOU: 0.607, LLM: 2.009, TTS: 0.223)",2.838,0.607,2.009,0.223
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",16,"2.358 (EOU: 0.964, LLM: 1.137, TTS: 0.257)",2.358,0.964,1.137,0.257
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",17,"2.643 (EOU: 1.066, LLM: 1.319, TTS: 0.258)",2.643,1.066,1.319,0.258
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",18,"2.046 (EOU: 0.599, LLM: 1.213, TTS: 0.234)",2.046,0.599,1.213,0.234
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",19,"4.907 (EOU: 1.128, LLM: 3.548, TTS: 0.230)",4.907,1.128,3.548,0.23
17973,"Nov 18, 12:58 PM","Nov 18, 1:01 PM",20,"7.219 (EOU: 6.001, LLM: 1.007, TTS: 0.212)",7.219,6.001,1.007,0.212
17921,"Nov 15, 9:44 AM","Nov 15, 9:44 AM",1,"1.665 (EOU: 0.593, LLM: 0.823, TTS: 0.249)",1.665,0.593,0.823,0.249
17921,"Nov 15, 9:44 AM","Nov 15, 9:44 AM",2,"1.665 (EOU: 0.593, LLM: 0.823, TTS: 0.249)",1.665,0.593,0.823,0.249
17915,"Nov 15, 9:43 AM","Nov 15, 9:44 AM",1,"1.664 (EOU: 0.591, LLM: 0.846, TTS: 0.227)",1.664,0.591,0.846,0.227
17915,"Nov 15, 9:43 AM","Nov 15, 9:44 AM",2,"1.664 (EOU: 0.591, LLM: 0.846, TTS: 0.227)",1.664,0.591,0.846,0.227
17911,"Nov 15, 9:30 AM","Nov 15, 9:31 AM",1,"1.773 (EOU: 0.594, LLM: 0.963, TTS: 0.217)",1.773,0.594,0.963,0.217
17911,"Nov 15, 9:30 AM","Nov 15, 9:31 AM",2,"1.773 (EOU: 0.594, LLM: 0.963, TTS: 0.217)",1.773,0.594,0.963,0.217
17901,"Nov 15, 9:16 AM","Nov 15, 9:17 AM",1,"1.780 (EOU: 0.595, LLM: 0.962, TTS: 0.223)",1.78,0.595,0.962,0.223
17901,"Nov 15, 9:16 AM","Nov 15, 9:17 AM",2,"1.780 (EOU: 0.595, LLM: 0.962, TTS: 0.223)",1.78,0.595,0.962,0.223
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",1,"3.221 (EOU: 0.760, LLM: 2.237, TTS: 0.224)",3.221,0.76,2.237,0.224
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",2,"5.382 (EOU: 0.611, LLM: 4.548, TTS: 0.224)",5.382,0.611,4.548,0.224
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",3,"4.497 (EOU: 0.616, LLM: 3.667, TTS: 0.214)",4.497,0.616,3.667,0.214
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",4,"1.876 (EOU: 0.621, LLM: 1.036, TTS: 0.219)",1.876,0.621,1.036,0.219
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",5,"8.413 (EOU: 6.001, LLM: 2.185, TTS: 0.227)",8.413,6.001,2.185,0.227
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",6,"12.223 (EOU: 0.630, LLM: 11.381, TTS: 0.213)",12.223,0.63,11.381,0.213
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",7,"3.484 (EOU: 0.606, LLM: 2.633, TTS: 0.245)",3.484,0.606,2.633,0.245
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",8,"3.130 (EOU: 0.678, LLM: 2.182, TTS: 0.271)",3.13,0.678,2.182,0.271
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",9,"3.820 (EOU: 0.782, LLM: 2.812, TTS: 0.225)",3.82,0.782,2.812,0.225
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",10,"1.770 (EOU: 0.613, LLM: 0.930, TTS: 0.226)",1.77,0.613,0.93,0.226
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",11,"3.666 (EOU: 0.610, LLM: 2.786, TTS: 0.270)",3.666,0.61,2.786,0.27
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",12,"3.265 (EOU: 0.641, LLM: 2.344, TTS: 0.279)",3.265,0.641,2.344,0.279
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",13,"3.961 (EOU: 0.649, LLM: 3.054, TTS: 0.258)",3.961,0.649,3.054,0.258
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",14,"4.174 (EOU: 0.616, LLM: 3.293, TTS: 0.264)",4.174,0.616,3.293,0.264
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",15,"11.603 (EOU: 6.001, LLM: 5.306, TTS: 0.296)",11.603,6.001,5.306,0.296
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",16,"4.585 (EOU: 0.648, LLM: 3.718, TTS: 0.219)",4.585,0.648,3.718,0.219
17797,"Nov 12, 11:59 AM","Nov 12, 12:04 PM",17,"9.765 (EOU: 0.624, LLM: 8.912, TTS: 0.229)",9.765,0.624,8.912,0.229
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",1,"2.054 (EOU: 0.780, LLM: 1.060, TTS: 0.214)",2.054,0.78,1.06,0.214
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",2,"1.945 (EOU: 0.609, LLM: 1.123, TTS: 0.212)",1.945,0.609,1.123,0.212
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",3,"1.835 (EOU: 0.609, LLM: 0.956, TTS: 0.271)",1.835,0.609,0.956,0.271
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",4,"3.086 (EOU: 0.602, LLM: 2.262, TTS: 0.222)",3.086,0.602,2.262,0.222
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",5,"4.519 (EOU: 0.604, LLM: 3.681, TTS: 0.234)",4.519,0.604,3.681,0.234
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",6,"2.649 (EOU: 0.611, LLM: 1.805, TTS: 0.233)",2.649,0.611,1.805,0.233
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",7,"7.500 (EOU: 6.001, LLM: 1.264, TTS: 0.235)",7.5,6.001,1.264,0.235
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",8,"9.613 (EOU: 6.001, LLM: 3.391, TTS: 0.222)",9.613,6.001,3.391,0.222
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",9,"2.045 (EOU: 0.611, LLM: 1.206, TTS: 0.228)",2.045,0.611,1.206,0.228
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",10,"4.663 (EOU: 0.607, LLM: 3.764, TTS: 0.293)",4.663,0.607,3.764,0.293
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",11,"11.952 (EOU: 0.624, LLM: 11.038, TTS: 0.290)",11.952,0.624,11.038,0.29
17793,"Nov 12, 11:37 AM","Nov 12, 11:40 AM",12,"2.576 (EOU: 0.622, LLM: 1.733, TTS: 0.222)",2.576,0.622,1.733,0.222
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",1,"3.944 (EOU: 0.624, LLM: 3.081, TTS: 0.239)",3.944,0.624,3.081,0.239
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",2,"6.946 (EOU: 0.607, LLM: 6.083, TTS: 0.256)",6.946,0.607,6.083,0.256
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",3,"3.322 (EOU: 0.608, LLM: 2.490, TTS: 0.224)",3.322,0.608,2.49,0.224
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",4,"2.490 (EOU: 0.615, LLM: 1.578, TTS: 0.296)",2.49,0.615,1.578,0.296
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",5,"2.085 (EOU: 0.605, LLM: 1.251, TTS: 0.229)",2.085,0.605,1.251,0.229
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",6,"2.406 (EOU: 0.602, LLM: 1.513, TTS: 0.291)",2.406,0.602,1.513,0.291
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",7,"4.006 (EOU: 0.603, LLM: 3.184, TTS: 0.219)",4.006,0.603,3.184,0.219
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",8,"4.852 (EOU: 0.595, LLM: 3.982, TTS: 0.275)",4.852,0.595,3.982,0.275
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",9,"6.321 (EOU: 0.701, LLM: 5.383, TTS: 0.237)",6.321,0.701,5.383,0.237
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",10,"16.763 (EOU: 0.610, LLM: 15.945, TTS: 0.207)",16.763,0.61,15.945,0.207
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",11,"2.869 (EOU: 0.608, LLM: 2.011, TTS: 0.250)",2.869,0.608,2.011,0.25
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",12,"10.674 (EOU: 0.597, LLM: 9.841, TTS: 0.236)",10.674,0.597,9.841,0.236
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",13,"2.417 (EOU: 0.607, LLM: 1.534, TTS: 0.275)",2.417,0.607,1.534,0.275
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",14,"15.379 (EOU: 0.622, LLM: 14.508, TTS: 0.249)",15.379,0.622,14.508,0.249
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",15,"2.252 (EOU: 0.609, LLM: 1.429, TTS: 0.214)",2.252,0.609,1.429,0.214
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",16,"3.111 (EOU: 0.619, LLM: 2.280, TTS: 0.213)",3.111,0.619,2.28,0.213
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",17,"4.111 (EOU: 0.598, LLM: 3.262, TTS: 0.251)",4.111,0.598,3.262,0.251
17791,"Nov 12, 11:34 AM","Nov 12, 11:41 AM",18,"2.971 (EOU: 0.640, LLM: 2.115, TTS: 0.216)",2.971,0.64,2.115,0.216
17768,"Nov 12, 9:28 AM","Nov 12, 9:37 AM",1,"21.441 (EOU: 0.604, LLM: 20.547, TTS: 0.290)",21.441,0.604,20.547,0.29
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",1,"3.797 (EOU: 0.623, LLM: 2.963, TTS: 0.211)",3.797,0.623,2.963,0.211
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",2,"5.346 (EOU: 0.597, LLM: 4.527, TTS: 0.222)",5.346,0.597,4.527,0.222
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",3,"3.983 (EOU: 0.606, LLM: 3.182, TTS: 0.195)",3.983,0.606,3.182,0.195
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",4,"7.515 (EOU: 6.000, LLM: 1.318, TTS: 0.197)",7.515,6.0,1.318,0.197
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",5,"4.192 (EOU: 0.604, LLM: 3.386, TTS: 0.201)",4.192,0.604,3.386,0.201
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",6,"2.042 (EOU: 0.622, LLM: 1.227, TTS: 0.193)",2.042,0.622,1.227,0.193
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",7,"4.625 (EOU: 0.620, LLM: 3.746, TTS: 0.259)",4.625,0.62,3.746,0.259
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",8,"5.834 (EOU: 0.609, LLM: 4.985, TTS: 0.240)",5.834,0.609,4.985,0.24
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",9,"7.155 (EOU: 0.610, LLM: 6.313, TTS: 0.232)",7.155,0.61,6.313,0.232
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",10,"2.650 (EOU: 0.597, LLM: 1.767, TTS: 0.285)",2.65,0.597,1.767,0.285
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",11,"4.170 (EOU: 0.600, LLM: 3.351, TTS: 0.219)",4.17,0.6,3.351,0.219
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",12,"5.537 (EOU: 0.623, LLM: 4.703, TTS: 0.211)",5.537,0.623,4.703,0.211
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",13,"7.793 (EOU: 6.002, LLM: 1.560, TTS: 0.231)",7.793,6.002,1.56,0.231
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",14,"3.432 (EOU: 0.627, LLM: 2.567, TTS: 0.238)",3.432,0.627,2.567,0.238
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",15,"1.967 (EOU: 0.628, LLM: 1.135, TTS: 0.204)",1.967,0.628,1.135,0.204
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",16,"3.364 (EOU: 0.620, LLM: 2.537, TTS: 0.208)",3.364,0.62,2.537,0.208
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",17,"4.250 (EOU: 0.658, LLM: 3.389, TTS: 0.203)",4.25,0.658,3.389,0.203
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",18,"3.797 (EOU: 0.623, LLM: 2.963, TTS: 0.211)",3.797,0.623,2.963,0.211
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",19,"5.346 (EOU: 0.597, LLM: 4.527, TTS: 0.222)",5.346,0.597,4.527,0.222
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",20,"3.983 (EOU: 0.606, LLM: 3.182, TTS: 0.195)",3.983,0.606,3.182,0.195
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",21,"7.515 (EOU: 6.000, LLM: 1.318, TTS: 0.197)",7.515,6.0,1.318,0.197
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",22,"4.192 (EOU: 0.604, LLM: 3.386, TTS: 0.201)",4.192,0.604,3.386,0.201
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",23,"2.042 (EOU: 0.622, LLM: 1.227, TTS: 0.193)",2.042,0.622,1.227,0.193
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",24,"4.625 (EOU: 0.620, LLM: 3.746, TTS: 0.259)",4.625,0.62,3.746,0.259
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",25,"5.834 (EOU: 0.609, LLM: 4.985, TTS: 0.240)",5.834,0.609,4.985,0.24
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",26,"7.155 (EOU: 0.610, LLM: 6.313, TTS: 0.232)",7.155,0.61,6.313,0.232
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",27,"2.650 (EOU: 0.597, LLM: 1.767, TTS: 0.285)",2.65,0.597,1.767,0.285
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",28,"4.170 (EOU: 0.600, LLM: 3.351, TTS: 0.219)",4.17,0.6,3.351,0.219
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",29,"5.537 (EOU: 0.623, LLM: 4.703, TTS: 0.211)",5.537,0.623,4.703,0.211
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",30,"7.793 (EOU: 6.002, LLM: 1.560, TTS: 0.231)",7.793,6.002,1.56,0.231
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",31,"3.432 (EOU: 0.627, LLM: 2.567, TTS: 0.238)",3.432,0.627,2.567,0.238
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",32,"1.967 (EOU: 0.628, LLM: 1.135, TTS: 0.204)",1.967,0.628,1.135,0.204
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",33,"3.364 (EOU: 0.620, LLM: 2.537, TTS: 0.208)",3.364,0.62,2.537,0.208
17758,"Nov 12, 8:06 AM","Nov 12, 8:12 AM",34,"4.250 (EOU: 0.658, LLM: 3.389, TTS: 0.203)",4.25,0.658,3.389,0.203
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",1,"2.378 (EOU: 0.593, LLM: 1.514, TTS: 0.271)",2.378,0.593,1.514,0.271
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",2,"6.945 (EOU: 0.602, LLM: 6.136, TTS: 0.206)",6.945,0.602,6.136,0.206
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",3,"1.940 (EOU: 0.619, LLM: 1.115, TTS: 0.206)",1.94,0.619,1.115,0.206
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",4,"4.273 (EOU: 0.607, LLM: 3.461, TTS: 0.206)",4.273,0.607,3.461,0.206
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",5,"4.108 (EOU: 0.618, LLM: 3.221, TTS: 0.268)",4.108,0.618,3.221,0.268
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",6,"2.140 (EOU: 0.611, LLM: 1.328, TTS: 0.202)",2.14,0.611,1.328,0.202
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",7,"3.605 (EOU: 0.593, LLM: 2.812, TTS: 0.201)",3.605,0.593,2.812,0.201
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",8,"2.998 (EOU: 0.605, LLM: 2.186, TTS: 0.207)",2.998,0.605,2.186,0.207
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",9,"2.091 (EOU: 0.769, LLM: 1.122, TTS: 0.200)",2.091,0.769,1.122,0.2
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",10,"3.157 (EOU: 0.602, LLM: 2.360, TTS: 0.195)",3.157,0.602,2.36,0.195
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",11,"2.612 (EOU: 0.600, LLM: 1.797, TTS: 0.214)",2.612,0.6,1.797,0.214
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",12,"2.378 (EOU: 0.593, LLM: 1.514, TTS: 0.271)",2.378,0.593,1.514,0.271
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",13,"6.945 (EOU: 0.602, LLM: 6.136, TTS: 0.206)",6.945,0.602,6.136,0.206
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",14,"1.940 (EOU: 0.619, LLM: 1.115, TTS: 0.206)",1.94,0.619,1.115,0.206
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",15,"4.273 (EOU: 0.607, LLM: 3.461, TTS: 0.206)",4.273,0.607,3.461,0.206
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",16,"4.108 (EOU: 0.618, LLM: 3.221, TTS: 0.268)",4.108,0.618,3.221,0.268
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",17,"2.140 (EOU: 0.611, LLM: 1.328, TTS: 0.202)",2.14,0.611,1.328,0.202
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",18,"3.605 (EOU: 0.593, LLM: 2.812, TTS: 0.201)",3.605,0.593,2.812,0.201
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",19,"2.998 (EOU: 0.605, LLM: 2.186, TTS: 0.207)",2.998,0.605,2.186,0.207
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",20,"2.091 (EOU: 0.769, LLM: 1.122, TTS: 0.200)",2.091,0.769,1.122,0.2
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",21,"3.157 (EOU: 0.602, LLM: 2.360, TTS: 0.195)",3.157,0.602,2.36,0.195
17757,"Nov 12, 8:03 AM","Nov 12, 8:06 AM",22,"2.612 (EOU: 0.600, LLM: 1.797, TTS: 0.214)",2.612,0.6,1.797,0.214
17747,"Nov 12, 2:40 AM","Nov 12, 2:40 AM",1,"3.526 (EOU: 0.876, LLM: 2.445, TTS: 0.204)",3.526,0.876,2.445,0.204
17747,"Nov 12, 2:40 AM","Nov 12, 2:40 AM",2,"7.179 (EOU: 4.291, LLM: 2.678, TTS: 0.210)",7.179,4.291,2.678,0.21
17747,"Nov 12, 2:40 AM","Nov 12, 2:40 AM",3,"3.526 (EOU: 0.876, LLM: 2.445, TTS: 0.204)",3.526,0.876,2.445,0.204
17747,"Nov 12, 2:40 AM","Nov 12, 2:40 AM",4,"7.179 (EOU: 4.291, LLM: 2.678, TTS: 0.210)",7.179,4.291,2.678,0.21
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",1,"3.163 (EOU: 0.599, LLM: 2.323, TTS: 0.242)",3.163,0.599,2.323,0.242
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",2,"4.000 (EOU: 0.593, LLM: 3.198, TTS: 0.209)",4.0,0.593,3.198,0.209
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",3,"3.851 (EOU: 0.614, LLM: 2.992, TTS: 0.245)",3.851,0.614,2.992,0.245
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",4,"2.725 (EOU: 1.108, LLM: 1.407, TTS: 0.210)",2.725,1.108,1.407,0.21
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",5,"10.425 (EOU: 0.608, LLM: 9.609, TTS: 0.208)",10.425,0.608,9.609,0.208
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",6,"7.338 (EOU: 6.002, LLM: 1.111, TTS: 0.226)",7.338,6.002,1.111,0.226
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",7,"3.898 (EOU: 0.598, LLM: 3.090, TTS: 0.210)",3.898,0.598,3.09,0.21
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",8,"1.859 (EOU: 0.624, LLM: 0.995, TTS: 0.240)",1.859,0.624,0.995,0.24
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",9,"7.122 (EOU: 6.002, LLM: 0.898, TTS: 0.222)",7.122,6.002,0.898,0.222
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",10,"1.770 (EOU: 0.667, LLM: 0.900, TTS: 0.203)",1.77,0.667,0.9,0.203
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",11,"3.163 (EOU: 0.599, LLM: 2.323, TTS: 0.242)",3.163,0.599,2.323,0.242
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",12,"4.000 (EOU: 0.593, LLM: 3.198, TTS: 0.209)",4.0,0.593,3.198,0.209
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",13,"3.851 (EOU: 0.614, LLM: 2.992, TTS: 0.245)",3.851,0.614,2.992,0.245
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",14,"2.725 (EOU: 1.108, LLM: 1.407, TTS: 0.210)",2.725,1.108,1.407,0.21
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",15,"10.425 (EOU: 0.608, LLM: 9.609, TTS: 0.208)",10.425,0.608,9.609,0.208
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",16,"7.338 (EOU: 6.002, LLM: 1.111, TTS: 0.226)",7.338,6.002,1.111,0.226
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",17,"3.898 (EOU: 0.598, LLM: 3.090, TTS: 0.210)",3.898,0.598,3.09,0.21
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",18,"1.859 (EOU: 0.624, LLM: 0.995, TTS: 0.240)",1.859,0.624,0.995,0.24
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",19,"7.122 (EOU: 6.002, LLM: 0.898, TTS: 0.222)",7.122,6.002,0.898,0.222
17726,"Nov 11, 12:56 PM","Nov 11, 12:59 PM",20,"1.770 (EOU: 0.667, LLM: 0.900, TTS: 0.203)",1.77,0.667,0.9,0.203
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",1,"20.434 (EOU: 17.898, LLM: 2.263, TTS: 0.273)",20.434,17.898,2.263,0.273
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",2,"27.067 (EOU: 25.600, LLM: 1.258, TTS: 0.209)",27.067,25.6,1.258,0.209
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",3,"29.626 (EOU: 27.379, LLM: 1.947, TTS: 0.300)",29.626,27.379,1.947,0.3
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",4,"40.620 (EOU: 39.235, LLM: 1.184, TTS: 0.201)",40.62,39.235,1.184,0.201
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",5,"20.434 (EOU: 17.898, LLM: 2.263, TTS: 0.273)",20.434,17.898,2.263,0.273
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",6,"27.067 (EOU: 25.600, LLM: 1.258, TTS: 0.209)",27.067,25.6,1.258,0.209
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",7,"29.626 (EOU: 27.379, LLM: 1.947, TTS: 0.300)",29.626,27.379,1.947,0.3
17716,"Nov 11, 11:20 AM","Nov 11, 11:21 AM",8,"40.620 (EOU: 39.235, LLM: 1.184, TTS: 0.201)",40.62,39.235,1.184,0.201
17715,"Nov 11, 11:18 AM","Nov 11, 11:19 AM",1,"15.759 (EOU: 14.372, LLM: 1.164, TTS: 0.223)",15.759,14.372,1.164,0.223
17715,"Nov 11, 11:18 AM","Nov 11, 11:19 AM",2,"17.476 (EOU: 16.251, LLM: 1.011, TTS: 0.214)",17.476,16.251,1.011,0.214
